Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,ppi,CPU_BRAND,HDD,SSD,GPU_BRAND,OS
Lenovo,2 in 1 Convertible,8,1.37,98496.23,1,1,195.3446071767153,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,3.0,37395.54,0,1,156.9531814888059,Intel Core i3,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.41,50553.23,0,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.91,23753.093,0,0,123.83434142318256,AMD Processor,0,128,AMD,Windows
HP,Notebook,16,2.9,56412.93,0,1,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
MSI,Gaming,16,4.14,133121.73,0,0,156.9531814888059,Intel Core i7,1000,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,2.0,90505.73,1,1,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.8,60834.34,0,0,156.9531814888059,Intel Core i7,1000,128,AMD,Windows
Lenovo,Notebook,4,2.2,23651.88,0,0,174.05705383053478,Intel Core i3,0,256,Intel,Other
HP,Notebook,4,2.1,38460.94,0,1,174.05705383053478,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.18,34998.39,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.24,30097.550000000003,0,0,174.05705383053478,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,8,2.67,42562.73,1,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,79851.73000000001,1,0,204.15714584634156,Intel Core i7,0,1024,Intel,Windows
Lenovo,Notebook,4,2.2,24877.09,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Other
HP,Notebook,8,2.5,54228.86,0,0,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,46877.600000000006,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,1.37,104350.60300000002,0,1,272.209527795122,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,3.2,82515.23000000001,0,0,156.9531814888059,AMD Processor,1000,256,AMD,Windows
Dell,Notebook,8,2.14,39157.178900000006,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Other
Lenovo,2 in 1 Convertible,16,1.36,133121.73,1,0,258.599051405366,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,2.2,43255.240000000005,0,0,123.83434142318256,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,2.3,37985.2389,0,0,123.83434142318256,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.8,58543.73,0,0,156.9531814888059,Intel Core i7,1000,128,AMD,Other
Acer,Notebook,8,2.2,39686.15,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,26049.03,0,0,130.79431790733827,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.8,45226.23,0,0,156.9531814888059,Intel Core i7,2000,0,Nvidia,Other
Lenovo,Notebook,6,2.8,45758.93,0,0,130.79431790733827,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.25,22799.56,0,0,174.05705383053478,Intel Core i3,1000,0,AMD,Other
Lenovo,Gaming,8,2.5,44160.83,0,1,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.2,30843.33,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,3.0,50659.77,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.15,35104.93,1,1,174.05705383053478,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,1.95,58437.19,0,1,174.05705383053478,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,1.7,52044.79,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,2.5,62805.33,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.2,35105.462700000004,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Other
Acer,Notebook,2,2.19,10600.73,0,0,123.83434142318256,Other Intel Processor,0,16,Intel,Other
Asus,Gaming,8,3.0,63231.490000000005,0,0,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,2.54,26049.03,0,0,130.79431790733827,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.0,97430.83,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.05,39366.53,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,3.2,69197.73000000001,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,2.5,52151.33,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Other
Dell,Workstation,16,3.42,153676.4922,0,0,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,26581.730000000003,0,0,174.05705383053478,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,1.63,78200.36,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.3,27114.43,0,0,137.98683758583198,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,2.9,113038.94,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.8,34572.23,0,0,130.79431790733827,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,29245.230000000003,0,0,123.83434142318256,Intel Core i5,2000,0,Nvidia,Other
Asus,Gaming,8,2.5,67386.55,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.2,19176.6673,0,0,123.83434142318256,Other Intel Processor,1000,0,Intel,Other
HP,2 in 1 Convertible,16,1.28,105208.25,1,0,204.15714584634156,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,2.2,55560.61,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,43628.130000000005,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,24983.63,0,0,174.05705383053478,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,1.1,53216.73,0,1,204.15714584634156,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.21,133121.73,1,1,408.3142916926831,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,2.8,111813.73,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,8,2.23,24983.63,0,0,174.05705383053478,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,14649.25,1,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,2.33,44959.880000000005,0,0,174.05705383053478,Intel Core i5,1000,128,AMD,Windows
HP,2 in 1 Convertible,16,1.29,130458.23,1,1,408.3142916926831,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,1.45,24498.873,0,0,145.2493027219284,Other Intel Processor,0,0,Intel,Other
HP,Notebook,8,1.95,52204.600000000006,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,1.4,25835.95,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.48,68824.84000000001,0,0,193.9492885540245,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,2.79,31376.03,0,0,130.79431790733827,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,58277.380000000005,0,0,193.9492885540245,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.1,48049.54,0,1,123.83434142318256,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,2.2,35104.93,0,0,123.83434142318256,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,1.44,15554.84,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,2.23,29245.230000000003,0,0,123.83434142318256,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,1.7,55928.17300000001,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,71115.45,0,0,217.2232031805074,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,2.06,140579.53,1,0,348.1141076610696,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,63870.73,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,2.0,50233.61,0,1,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,71062.18000000001,0,0,193.9492885540245,Intel Core i7,1000,256,Intel,Windows
Lenovo,Notebook,4,1.85,23918.230000000003,0,0,174.05705383053478,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,2.5,53216.73,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.48,67546.36,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.9,55880.23,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.84,60940.880000000005,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.0,14648.717300000002,0,0,123.83434142318256,Other Intel Processor,1000,0,Intel,Other
Dell,Notebook,8,2.0,60874.2925,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.2,14643.923,0,0,123.83434142318256,Other Intel Processor,500,0,Intel,Other
Lenovo,Notebook,12,2.2,47889.73,0,0,174.05705383053478,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,2.1,38141.32,0,1,174.05705383053478,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,111813.73,1,1,390.6892143534306,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.2,84113.33,0,0,204.15714584634156,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,2.4,60141.83,0,1,174.05705383053478,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,2,1.44,14862.330000000002,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,85656.0292,0,0,174.05705383053478,Intel Core i7,0,768,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,19976.25,1,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,35318.01,0,0,174.05705383053478,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,2.06,108000.6634,1,0,348.1141076610696,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,1.84,69464.08,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.7,75057.43000000001,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
HP,Workstation,8,2.6,92597.6429,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,2.4,74737.81,0,1,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.02,51719.843,0,0,174.05705383053478,Intel Core i7,2000,128,AMD,Windows
Lenovo,Notebook,4,2.2,17152.407300000003,0,0,123.83434142318256,Other Intel Processor,1000,0,Intel,Other
Dell,Gaming,8,2.65,53216.73,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,29691.0999,1,0,123.83434142318256,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,1.36,76016.29000000001,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.86,23385.53,0,0,123.83434142318256,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,2.0,50340.15,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,2.8,38301.130000000005,0,0,130.79431790733827,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.86,34039.53,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,2.2,26581.730000000003,0,0,123.83434142318256,Intel Core i3,0,256,Nvidia,Other
HP,Notebook,8,2.04,20722.03,0,0,123.83434142318256,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,2.8,57797.95,0,0,156.9531814888059,Intel Core i5,1000,128,AMD,Windows
Lenovo,Gaming,8,2.4,43095.43,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Other
Dell,Notebook,8,2.33,47889.73,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.36,93222.5,0,1,193.9492885540245,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,58543.73,1,0,174.05705383053478,Intel Core i7,2000,512,Nvidia,Windows
Acer,Notebook,4,2.1,22693.02,0,0,123.83434142318256,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,3.25,117140.73,0,1,156.9531814888059,AMD Processor,1000,256,AMD,Windows
Lenovo,Notebook,4,2.6,26049.03,0,0,130.79431790733827,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,46292.1627,1,0,204.15714584634156,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.91,26048.497300000003,0,0,174.05705383053478,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,1.59,29458.31,0,1,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,1.8,16460.43,0,0,123.83434142318256,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,1.5,15235.22,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,2.4,45066.420000000006,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Other
HP,Gaming,8,3.35,63444.57000000001,0,1,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.85,21494.445,0,0,174.05705383053478,Intel Core i3,0,128,Intel,Other
Asus,Gaming,8,2.3,88161.85,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,1.5,58543.73,0,1,193.9492885540245,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,93163.903,1,0,204.15714584634156,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.13,121562.14,0,1,258.599051405366,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,1.5,29245.230000000003,0,1,204.15714584634156,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,2.23,72926.63,0,0,174.05705383053478,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,2.0,113731.45,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,133654.43000000002,1,0,258.599051405366,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3.0,55347.530000000006,0,0,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,3.0,84752.57,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,12,2.2,36968.8473,0,1,123.83434142318256,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,2.7,71861.23000000001,0,0,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.33,41490.4049,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Other
HP,Ultrabook,4,1.91,26581.730000000003,0,0,174.05705383053478,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.1,65498.6612,0,1,174.05705383053478,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.9,49967.26,0,1,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,1.78,144468.24000000002,1,0,348.1141076610696,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,139833.75,0,1,258.599051405366,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,2.2,16300.62,0,0,123.83434142318256,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,2.9,81449.83,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.1,60967.51500000001,0,1,174.05705383053478,Intel Core i5,1000,256,AMD,Windows
Acer,Notebook,8,2.5,46824.33,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Other
MSI,Gaming,16,2.8,119804.23,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,99774.71,0,0,193.9492885540245,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,1.2,93062.69,0,0,204.15714584634156,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.36,89493.6,0,0,193.9492885540245,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,21787.43,0,0,174.05705383053478,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,1.15,16218.0515,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,102544.75,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,103503.61,0,1,258.599051405366,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,2.1,24983.63,0,0,174.05705383053478,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,42030.5627,1,1,204.15714584634156,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,49434.560000000005,1,1,204.15714584634156,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.3,31903.403,0,0,174.05705383053478,Intel Core i5,0,256,AMD,Other
Dell,Notebook,4,1.65,36703.03,0,0,145.2493027219284,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.43,79905.0,0,0,193.9492885540245,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.14,28763.136500000004,0,0,123.83434142318256,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,64743.29260000001,0,1,193.9492885540245,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,2.0,101159.73,1,1,348.1141076610696,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,1.4,23918.230000000003,0,1,314.57628509372256,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.31,76016.29000000001,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,2.3,31802.19,0,0,174.05705383053478,Intel Core i3,1000,0,Nvidia,Other
Dell,Gaming,16,4.42,149102.73,0,1,209.2709086517412,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,2.62,61739.93,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.02,60855.64800000001,0,0,174.05705383053478,Intel Core i7,2000,256,AMD,Windows
Dell,Ultrabook,8,1.6,58543.73,0,0,193.9492885540245,Intel Core i7,0,256,Intel,Other
HP,Gaming,12,3.35,106486.73,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,15927.73,1,1,234.076727565202,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,1.15,14329.63,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Other
Lenovo,Notebook,8,1.4,53802.7,0,1,204.15714584634156,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.7,31908.730000000003,0,1,193.9492885540245,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,2.3,130245.15,0,1,348.1141076610696,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,2.5,130458.23,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,3.2,90292.65,0,0,156.9531814888059,AMD Processor,1000,256,AMD,Windows
HP,Notebook,4,2.1,18484.69,0,0,123.83434142318256,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,1.1,117140.73,1,0,275.94410973133563,Intel Core i7,0,512,Intel,Other
Lenovo,Ultrabook,24,1.32,126889.14,0,0,258.599051405366,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.0,29777.93,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Other
Lenovo,Notebook,8,2.8,27647.13,0,0,130.79431790733827,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,2.2,39899.23,0,0,174.05705383053478,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.36,76122.83,0,1,217.2232031805074,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,18591.23,0,0,174.05705383053478,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,2.2,58543.73,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,62805.33,0,0,193.9492885540245,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,23534.686,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Other
Dell,Workstation,8,2.23,106167.11,0,0,174.05705383053478,Other Intel Processor,1000,0,Nvidia,Windows
MSI,Gaming,8,2.2,54747.7098,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,137916.03,1,0,236.3307997565705,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.91,31376.03,0,0,123.83434142318256,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,2.17,105208.25,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,2.31,81716.18000000001,0,1,174.05705383053478,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.65,71648.15000000001,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.36,52151.33,0,0,174.05705383053478,Intel Core i7,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,25516.33,1,0,166.53583846565928,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,4.42,108990.42,0,1,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,52684.030000000006,1,0,236.3307997565705,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,1.25,95832.73,1,0,236.3307997565705,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.5,34087.473,0,0,130.79431790733827,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,2.23,28978.88,0,0,174.05705383053478,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,1.4,23172.45,0,0,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,2.37,39899.23,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.5,42562.73,0,1,193.9492885540245,Intel Core i7,0,512,AMD,Other
Lenovo,Notebook,8,2.67,111334.3,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2.0,16194.080000000002,0,0,123.83434142318256,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,2.2,24983.63,0,0,123.83434142318256,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,40431.93,0,0,174.05705383053478,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,90505.73,0,1,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,98975.66,0,1,258.599051405366,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,106486.73,1,1,408.3142916926831,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,61473.58,0,0,174.05705383053478,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,67919.25,1,0,275.94410973133563,Intel Core i5,0,128,Intel,Other
Dell,Ultrabook,8,1.42,98115.3495,1,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,69197.73000000001,0,1,348.1141076610696,Intel Core i7,1000,128,Intel,Windows
Dell,Notebook,8,1.79,39419.8,0,0,137.98683758583198,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,128274.16,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,72660.28,0,0,193.9492885540245,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,35957.25,0,0,174.05705383053478,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,89067.44,0,1,204.15714584634156,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,67226.74,0,1,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,31248.182000000004,0,0,123.83434142318256,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,38674.02,0,1,204.15714584634156,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,13258.903,0,0,174.05705383053478,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,30097.550000000003,0,0,123.83434142318256,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,55880.23,0,1,193.9492885540245,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,124545.26,0,1,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.06,101159.73,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,95779.46,0,1,217.2232031805074,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,0.91,103876.5,0,0,217.2232031805074,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,53908.7073,0,1,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,149102.73,1,0,204.15714584634156,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,71914.5,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,8,2.2,30843.33,0,0,123.83434142318256,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,4.33,67599.63,1,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,58543.73,0,1,154.54525809613182,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,47884.403,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,93169.23,0,0,193.9492885540245,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,1.4,50553.23,0,1,204.15714584634156,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,48528.97,0,1,174.05705383053478,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,1.2,18111.8,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.91,32973.5973,0,0,123.83434142318256,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,85178.73000000001,1,1,195.3446071767153,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.1,15927.73,0,0,137.98683758583198,Other Intel Processor,500,0,Intel,Windows
Lenovo,Netbook,4,1.25,14116.55,0,0,166.53583846565928,Other Intel Processor,0,16,Intel,Other
Lenovo,Notebook,8,1.44,50553.23,0,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
