,Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,ppi,CPU_BRAND,HDD,SSD,GPU_BRAND,OS
242,Asus,Notebook,8,2.69,47357.030000000006,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Other
243,Dell,Gaming,8,2.56,46824.33,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
244,Lenovo,2 in 1 Convertible,8,1.38,57478.33,1,1,195.3446071767153,Intel Core i7,0,256,Intel,Windows
245,Dell,Notebook,8,2.2,52470.950000000004,0,0,174.05705383053478,Intel Core i7,2000,128,AMD,Windows
246,HP,Notebook,8,2.04,29777.93,1,0,123.83434142318255,Intel Core i5,1000,0,Intel,Windows
247,Asus,Gaming,16,3.6,159756.73,0,0,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
248,HP,Notebook,4,1.49,35957.25,0,1,204.15714584634154,Intel Core i5,500,0,Intel,Windows
249,Apple,Ultrabook,8,1.37,108670.8,0,1,272.209527795122,Intel Core i5,0,512,Intel,Mac
250,Dell,2 in 1 Convertible,8,2.08,43628.130000000005,1,1,174.05705383053478,Intel Core i7,1000,0,Intel,Windows
251,Asus,Gaming,16,4.3,95832.73000000001,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
252,Asus,Notebook,4,1.68,24983.63,0,0,123.83434142318255,AMD Processor,1000,0,AMD,Windows
253,Lenovo,2 in 1 Convertible,8,1.37,98496.23000000001,1,1,195.3446071767153,Intel Core i7,0,512,Intel,Windows
254,Acer,Notebook,4,3.0,37395.54,0,1,156.9531814888059,Intel Core i3,0,256,Nvidia,Windows
255,Dell,Ultrabook,8,1.41,50553.23,0,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
256,HP,Notebook,8,1.91,23753.093,0,0,123.83434142318255,AMD Processor,0,128,AMD,Windows
257,HP,Notebook,16,2.9,56412.93,0,1,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
258,MSI,Gaming,16,4.14,133121.73,0,0,156.9531814888059,Intel Core i7,1000,512,Nvidia,Windows
259,Lenovo,2 in 1 Convertible,8,2.0,90505.73000000001,1,1,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
260,Dell,Notebook,8,2.8,60834.340000000004,0,0,156.9531814888059,Intel Core i7,1000,128,AMD,Windows
261,Lenovo,Notebook,4,2.2,23651.88,0,0,174.05705383053478,Intel Core i3,0,256,Intel,Other
262,HP,Notebook,4,2.1,38460.94,0,1,174.05705383053478,Intel Core i5,500,0,Intel,Windows
263,Dell,Notebook,4,2.18,34998.39,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
264,Dell,Notebook,8,2.24,30097.550000000003,0,0,174.05705383053478,Intel Core i5,1000,0,AMD,Windows
265,Dell,2 in 1 Convertible,8,2.67,42562.73,1,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
266,Asus,2 in 1 Convertible,8,1.1,79851.73000000001,1,0,204.15714584634154,Intel Core i7,0,1024,Intel,Windows
267,Lenovo,Notebook,4,2.2,24877.09,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Other
268,HP,Notebook,8,2.5,54228.86,0,0,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
269,Lenovo,Notebook,8,2.05,46877.600000000006,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
270,Apple,Ultrabook,8,1.37,104350.60300000002,0,1,272.209527795122,Intel Core i5,0,512,Intel,Mac
271,Asus,Gaming,16,3.2,82515.23000000001,0,0,156.9531814888059,AMD Processor,1000,256,AMD,Windows
272,Dell,Notebook,8,2.14,39157.178900000006,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Other
273,Lenovo,2 in 1 Convertible,16,1.36,133121.73,1,0,258.59905140536597,Intel Core i7,0,512,Intel,Windows
274,Toshiba,Notebook,8,2.2,43255.240000000005,0,0,123.83434142318255,Intel Core i7,500,0,Nvidia,Windows
275,Dell,Notebook,12,2.3,37985.238900000004,0,0,123.83434142318255,Intel Core i7,1000,0,Intel,Windows
276,Dell,Notebook,8,2.8,58543.73,0,0,156.9531814888059,Intel Core i7,1000,128,AMD,Other
277,Acer,Notebook,8,2.2,39686.15,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
278,Lenovo,Notebook,4,2.8,26049.030000000002,0,0,130.79431790733827,Intel Core i3,1000,0,Intel,Windows
279,Lenovo,Notebook,8,2.8,45226.23,0,0,156.9531814888059,Intel Core i7,2000,0,Nvidia,Other
280,Lenovo,Notebook,6,2.8,45758.93,0,0,130.79431790733827,Intel Core i7,1000,128,Nvidia,Windows
281,Dell,Notebook,4,2.25,22799.56,0,0,174.05705383053478,Intel Core i3,1000,0,AMD,Other
282,Lenovo,Gaming,8,2.5,44160.83,0,1,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
283,Lenovo,Notebook,6,2.2,30843.33,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
284,Acer,Notebook,8,3.0,50659.770000000004,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
285,Acer,Notebook,12,2.15,35104.93,1,1,174.05705383053478,Intel Core i7,1000,0,Intel,Windows
286,Lenovo,Notebook,8,1.95,58437.19,0,1,174.05705383053478,Intel Core i7,0,256,Intel,Windows
287,Asus,Ultrabook,8,1.7,52044.79,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
288,Lenovo,Gaming,16,2.5,62805.33,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
289,Lenovo,Notebook,8,2.2,35105.462700000004,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Other
290,Acer,Notebook,2,2.19,10600.730000000001,0,0,123.83434142318255,Other Intel Processor,0,16,Intel,Other
291,Asus,Gaming,8,3.0,63231.490000000005,0,0,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
292,HP,Notebook,8,2.54,26049.030000000002,0,0,130.79431790733827,Intel Core i3,1000,0,Intel,Windows
293,Dell,Notebook,8,2.0,97430.83,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
294,Lenovo,Notebook,8,2.05,39366.53,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
295,Lenovo,Gaming,8,3.2,69197.73000000001,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
296,Acer,Notebook,8,2.5,52151.33,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Other
297,Dell,Workstation,16,3.42,153676.4922,0,0,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
298,Lenovo,Notebook,6,2.4,26581.730000000003,0,0,174.05705383053478,AMD Processor,1000,0,AMD,Windows
299,Asus,Ultrabook,16,1.63,78200.36,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
300,Asus,Notebook,4,1.3,27114.43,0,0,137.98683758583198,Intel Core i3,0,128,Intel,Windows
301,Asus,Gaming,16,2.9,113038.94,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
302,Lenovo,Notebook,6,2.8,34572.23,0,0,130.79431790733827,Intel Core i5,1000,0,Nvidia,Windows
303,Lenovo,Notebook,8,2.2,29245.230000000003,0,0,123.83434142318255,Intel Core i5,2000,0,Nvidia,Other
304,Asus,Gaming,8,2.5,67386.55,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
305,Lenovo,Notebook,4,2.2,19176.6673,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Other
306,HP,2 in 1 Convertible,16,1.28,105208.25,1,0,204.15714584634154,Intel Core i7,0,256,Intel,Windows
307,Toshiba,Notebook,8,2.2,55560.61,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
308,Lenovo,Notebook,8,2.3,43628.130000000005,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
309,HP,Notebook,4,1.86,24983.63,0,0,174.05705383053478,Intel Core i3,1000,0,Intel,Windows
310,Lenovo,Notebook,8,1.1,53216.73,0,1,204.15714584634154,Intel Core i5,0,256,Intel,Windows
311,Dell,Ultrabook,16,1.21,133121.73,1,1,408.31429169268307,Intel Core i7,0,1000,Intel,Windows
312,MSI,Gaming,16,2.8,111813.73000000001,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
313,Acer,Notebook,8,2.23,24983.63,0,0,174.05705383053478,AMD Processor,0,256,AMD,Windows
314,Asus,2 in 1 Convertible,2,1.1,14649.25,1,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
315,Dell,Notebook,8,2.33,44959.880000000005,0,0,174.05705383053478,Intel Core i5,1000,128,AMD,Windows
316,HP,2 in 1 Convertible,16,1.29,130458.23000000001,1,1,408.31429169268307,Intel Core i7,0,1000,Intel,Windows
317,Lenovo,Notebook,4,1.45,24498.873,0,0,145.2493027219284,Other Intel Processor,0,0,Intel,Other
318,HP,Notebook,8,1.95,52204.600000000006,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
319,Acer,Notebook,4,1.4,25835.95,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
320,HP,Notebook,8,1.48,68824.84000000001,0,0,193.94928855402446,Intel Core i7,0,256,Intel,Windows
321,Lenovo,Notebook,4,2.79,31376.030000000002,0,0,130.79431790733827,Intel Core i5,1000,0,Nvidia,Windows
322,Asus,Notebook,8,2.0,58277.380000000005,0,0,193.94928855402446,Intel Core i7,0,256,Intel,Windows
323,HP,Notebook,8,2.1,48049.54,0,1,123.83434142318255,Intel Core i7,1000,0,Intel,Windows
324,Acer,Notebook,8,2.2,35104.93,0,0,123.83434142318255,AMD Processor,0,256,AMD,Windows
325,Lenovo,Notebook,4,1.44,15554.84,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
326,Acer,Notebook,6,2.23,29245.230000000003,0,0,123.83434142318255,Intel Core i5,1000,0,Intel,Windows
327,Asus,Ultrabook,8,1.7,55928.17300000001,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
328,HP,Ultrabook,8,1.26,71115.45,0,0,217.2232031805074,Intel Core i7,0,256,Intel,Windows
329,Dell,Notebook,32,2.06,140579.53,1,0,348.11410766106957,Intel Core i7,0,1000,Nvidia,Windows
330,MSI,Gaming,8,2.7,63870.73,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
331,Toshiba,Notebook,8,2.0,50233.61,0,1,174.05705383053478,Intel Core i5,0,256,Intel,Windows
332,Asus,Notebook,8,2.0,71062.18000000001,0,0,193.94928855402446,Intel Core i7,1000,256,Intel,Windows
333,Lenovo,Notebook,4,1.85,23918.230000000003,0,0,174.05705383053478,Intel Core i3,1000,0,Intel,Windows
334,Asus,Gaming,8,2.5,53216.73,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
335,HP,Notebook,8,1.48,67546.36,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
336,Dell,Ultrabook,8,1.9,55880.23,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
337,HP,Notebook,8,1.84,60940.880000000005,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
338,Asus,Notebook,4,2.0,14648.717300000002,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Other
339,Dell,Notebook,8,2.0,60874.2925,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
340,Dell,Notebook,4,2.2,14643.922999999999,0,0,123.83434142318255,Other Intel Processor,500,0,Intel,Other
341,Lenovo,Notebook,12,2.2,47889.73,0,0,174.05705383053478,AMD Processor,2000,0,AMD,Windows
342,HP,Notebook,8,2.1,38141.32,0,1,174.05705383053478,Intel Core i3,1000,0,Nvidia,Windows
343,Lenovo,2 in 1 Convertible,16,1.4,111813.73000000001,1,1,390.6892143534306,Intel Core i7,0,512,Intel,Windows
344,Dell,Ultrabook,8,1.2,84113.33,0,0,204.15714584634154,Intel Core i7,0,256,Intel,Windows
345,Lenovo,Gaming,16,2.4,60141.83,0,1,174.05705383053478,Intel Core i7,2000,256,Nvidia,Windows
346,HP,Notebook,2,1.44,14862.330000000002,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
347,Dell,Ultrabook,16,1.88,85656.0292,0,0,174.05705383053478,Intel Core i7,0,768,Intel,Windows
348,Asus,2 in 1 Convertible,4,1.5,19976.25,1,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
349,Dell,Ultrabook,8,1.9,35318.01,0,0,174.05705383053478,Intel Core i5,1000,0,AMD,Windows
350,Dell,Notebook,16,2.06,108000.6634,1,0,348.11410766106957,Intel Core i7,0,512,Nvidia,Windows
351,HP,Notebook,8,1.84,69464.08,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
352,MSI,Gaming,8,2.7,75057.43000000001,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
353,HP,Workstation,8,2.6,92597.6429,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
354,Toshiba,Notebook,16,2.4,74737.81,0,1,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
355,Dell,Notebook,8,2.02,51719.843,0,0,174.05705383053478,Intel Core i7,2000,128,AMD,Windows
356,Lenovo,Notebook,4,2.2,17152.407300000003,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Other
357,Dell,Gaming,8,2.65,53216.73,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
358,Dell,Notebook,8,2.36,29691.0999,1,0,123.83434142318255,Intel Core i5,2000,0,Intel,Windows
359,Dell,Notebook,8,1.36,76016.29000000001,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
360,HP,Notebook,4,1.86,23385.530000000002,0,0,123.83434142318255,Intel Core i3,500,0,Intel,Windows
361,Asus,Notebook,8,2.0,50340.15,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
362,Lenovo,Notebook,6,2.8,38301.130000000005,0,0,130.79431790733827,Intel Core i5,1000,128,Nvidia,Windows
363,HP,Notebook,8,1.86,34039.53,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
364,Lenovo,Notebook,8,2.2,26581.730000000003,0,0,123.83434142318255,Intel Core i3,0,256,Nvidia,Other
365,HP,Notebook,8,2.04,20722.030000000002,0,0,123.83434142318255,Other Intel Processor,2000,0,Intel,Windows
366,Dell,Notebook,8,2.8,57797.950000000004,0,0,156.9531814888059,Intel Core i5,1000,128,AMD,Windows
367,Lenovo,Gaming,8,2.4,43095.43,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Other
368,Dell,Notebook,8,2.33,47889.73,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Windows
369,HP,Ultrabook,8,1.36,93222.5,0,1,193.94928855402446,Intel Core i7,0,256,Intel,Windows
370,Asus,2 in 1 Convertible,12,2.26,58543.73,1,0,174.05705383053478,Intel Core i7,2000,512,Nvidia,Windows
371,Acer,Notebook,4,2.1,22693.02,0,0,123.83434142318255,AMD Processor,0,128,AMD,Windows
372,Asus,Gaming,16,3.25,117140.73000000001,0,1,156.9531814888059,AMD Processor,1000,256,AMD,Windows
373,Lenovo,Notebook,4,2.6,26049.030000000002,0,0,130.79431790733827,AMD Processor,0,128,AMD,Windows
374,Dell,2 in 1 Convertible,8,1.62,46292.1627,1,0,204.15714584634154,Intel Core i7,0,256,Intel,Windows
375,HP,Notebook,4,1.91,26048.497300000003,0,0,174.05705383053478,AMD Processor,0,256,AMD,Windows
376,Lenovo,Netbook,4,1.59,29458.31,0,1,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
377,Dell,Notebook,4,1.8,16460.43,0,0,123.83434142318255,Other Intel Processor,500,0,Intel,Windows
378,Asus,Notebook,4,1.5,15235.220000000001,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
379,Acer,Notebook,8,2.4,45066.420000000006,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Other
380,HP,Gaming,8,3.35,63444.57000000001,0,1,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
381,Lenovo,Notebook,4,1.85,21494.445,0,0,174.05705383053478,Intel Core i3,0,128,Intel,Other
382,Asus,Gaming,8,2.3,88161.85,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
383,Lenovo,Notebook,8,1.5,58543.73,0,1,193.94928855402446,Intel Core i5,0,256,Nvidia,Windows
384,Asus,Ultrabook,16,1.1,93163.903,1,0,204.15714584634154,Intel Core i7,0,512,Intel,Windows
385,Lenovo,Ultrabook,8,1.13,121562.14000000001,0,1,258.59905140536597,Intel Core i7,0,512,Intel,Windows
386,Lenovo,Notebook,4,1.5,29245.230000000003,0,1,204.15714584634154,Intel Core i3,0,128,Intel,Windows
387,Dell,Workstation,8,2.23,72926.63,0,0,174.05705383053478,Intel Core i5,500,0,AMD,Windows
388,Dell,Workstation,8,2.0,113731.45000000001,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
389,Lenovo,2 in 1 Convertible,16,1.42,133654.43000000002,1,0,258.59905140536597,Intel Core i7,0,512,Intel,Windows
390,Asus,Gaming,8,3.0,55347.530000000006,0,0,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
391,Asus,Gaming,16,3.0,84752.57,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
392,Acer,Notebook,12,2.2,36968.8473,0,1,123.83434142318255,Intel Core i5,1000,0,Nvidia,Windows
393,MSI,Gaming,8,2.7,71861.23000000001,0,0,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
394,Dell,Notebook,8,2.33,41490.4049,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Other
395,HP,Ultrabook,4,1.91,26581.730000000003,0,0,174.05705383053478,AMD Processor,0,256,AMD,Windows
396,Lenovo,Notebook,8,2.1,65498.6612,0,1,174.05705383053478,Intel Core i7,0,256,AMD,Windows
397,Lenovo,Notebook,8,1.9,49967.26,0,1,193.94928855402446,Intel Core i5,0,256,Intel,Windows
398,Dell,Workstation,8,1.78,144468.24000000002,1,0,348.11410766106957,Intel Core i7,0,256,Nvidia,Windows
399,Lenovo,Ultrabook,16,1.13,139833.75,0,1,258.59905140536597,Intel Core i7,0,1000,Intel,Windows
400,Lenovo,Notebook,4,2.2,16300.62,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Windows
401,Asus,Gaming,16,2.9,81449.83,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
402,Lenovo,Notebook,8,2.1,60967.51500000001,0,1,174.05705383053478,Intel Core i5,1000,256,AMD,Windows
403,Acer,Notebook,8,2.5,46824.33,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Other
404,MSI,Gaming,16,2.8,119804.23000000001,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
405,Asus,Ultrabook,8,1.1,99774.71,0,0,193.94928855402446,Intel Core i7,0,512,Intel,Windows
406,Toshiba,Ultrabook,16,1.2,93062.69,0,0,204.15714584634154,Intel Core i7,0,512,Intel,Windows
407,Dell,Ultrabook,8,1.36,89493.6,0,0,193.94928855402446,Intel Core i7,0,512,Intel,Windows
408,Lenovo,Notebook,4,2.2,21787.43,0,0,174.05705383053478,Intel Core i3,500,0,Intel,Windows
409,Lenovo,Notebook,2,1.15,16218.0515,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
410,Lenovo,Workstation,8,2.67,102544.75,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
411,Lenovo,Ultrabook,8,1.7,103503.61,0,1,258.59905140536597,Intel Core i7,0,512,Nvidia,Windows
412,HP,Notebook,4,2.1,24983.63,0,0,174.05705383053478,Intel Core i3,1000,0,AMD,Windows
413,Acer,2 in 1 Convertible,8,1.6,42030.5627,1,1,204.15714584634154,Intel Core i7,0,256,Intel,Windows
414,Asus,2 in 1 Convertible,8,1.27,49434.560000000005,1,1,204.15714584634154,Intel Core i5,0,256,Intel,Windows
415,Dell,Notebook,4,2.3,31903.403000000002,0,0,174.05705383053478,Intel Core i5,0,256,AMD,Other
416,Dell,Notebook,4,1.65,36703.03,0,0,145.2493027219284,Intel Core i3,0,128,Intel,Windows
417,HP,Ultrabook,8,1.43,79905.0,0,0,193.94928855402446,Intel Core i7,0,256,Intel,Windows
418,Dell,Notebook,8,2.14,28763.136500000004,0,0,123.83434142318255,Intel Core i5,1000,0,Intel,Windows
419,Lenovo,Ultrabook,8,1.75,64743.29260000001,0,1,193.94928855402446,Intel Core i7,0,256,AMD,Windows
420,Lenovo,2 in 1 Convertible,16,2.0,101159.73000000001,1,1,348.11410766106957,Intel Core i7,0,512,Nvidia,Windows
421,Chuwi,Notebook,6,1.4,23918.230000000003,0,1,314.57628509372256,Other Intel Processor,0,0,Intel,Windows
422,HP,Notebook,8,2.31,76016.29000000001,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
423,Asus,Notebook,8,2.3,31802.190000000002,0,0,174.05705383053478,Intel Core i3,1000,0,Nvidia,Other
424,Dell,Gaming,16,4.42,149102.73,0,1,209.27090865174122,Intel Core i7,1000,256,Nvidia,Windows
425,Dell,Gaming,8,2.62,61739.93,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
426,Dell,Notebook,8,2.02,60855.64800000001,0,0,174.05705383053478,Intel Core i7,2000,256,AMD,Windows
427,Dell,Ultrabook,8,1.6,58543.73,0,0,193.94928855402446,Intel Core i7,0,256,Intel,Other
428,HP,Gaming,12,3.35,106486.73000000001,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
429,Mediacom,2 in 1 Convertible,4,1.16,15927.730000000001,1,1,234.07672756520196,Other Intel Processor,0,32,Intel,Windows
430,Samsung,Netbook,4,1.15,14329.630000000001,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Other
431,Lenovo,Notebook,8,1.4,53802.700000000004,0,1,204.15714584634154,Intel Core i7,0,256,Intel,Windows
432,Lenovo,Notebook,4,1.7,31908.730000000003,0,1,193.94928855402446,Intel Core i3,0,128,Intel,Windows
433,Lenovo,Workstation,16,2.3,130245.15000000001,0,1,348.11410766106957,Intel Core i7,0,512,Nvidia,Windows
434,Lenovo,Notebook,16,2.5,130458.23000000001,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
435,Asus,Gaming,8,3.2,90292.65000000001,0,0,156.9531814888059,AMD Processor,1000,256,AMD,Windows
436,HP,Notebook,4,2.1,18484.690000000002,0,0,123.83434142318255,Other Intel Processor,500,0,Intel,Windows
437,Google,Ultrabook,16,1.1,117140.73000000001,1,0,275.94410973133563,Intel Core i7,0,512,Intel,Other
438,Lenovo,Ultrabook,24,1.32,126889.14000000001,0,0,258.59905140536597,Intel Core i7,0,512,Intel,Windows
439,Asus,Notebook,4,2.0,29777.93,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Other
440,Lenovo,Notebook,8,2.8,27647.13,0,0,130.79431790733827,AMD Processor,1000,0,AMD,Windows
441,Dell,Notebook,4,2.2,39899.23,0,0,174.05705383053478,Intel Core i5,0,256,AMD,Windows
442,Lenovo,Ultrabook,8,1.36,76122.83,0,1,217.2232031805074,Intel Core i5,0,256,Intel,Windows
443,Lenovo,Notebook,4,2.2,18591.23,0,0,174.05705383053478,Other Intel Processor,0,128,Intel,Windows
444,HP,Gaming,8,2.2,58543.73,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
445,Dell,Notebook,8,1.64,62805.33,0,0,193.94928855402446,Intel Core i5,0,256,Nvidia,Windows
446,Acer,Notebook,4,2.4,23534.686,0,0,123.83434142318255,Intel Core i5,500,0,Intel,Other
447,Dell,Workstation,8,2.23,106167.11,0,0,174.05705383053478,Other Intel Processor,1000,0,Nvidia,Windows
448,MSI,Gaming,8,2.2,54747.709800000004,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
449,Microsoft,Ultrabook,16,1.25,137916.03,1,0,236.33079975657054,Intel Core i7,0,512,Intel,Windows
450,HP,Notebook,8,1.91,31376.030000000002,0,0,123.83434142318255,Intel Core i5,0,128,Intel,Windows
451,Dell,Workstation,16,2.17,105208.25,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
452,HP,Workstation,8,2.31,81716.18000000001,0,1,174.05705383053478,Intel Core i7,0,512,Intel,Windows
453,Lenovo,Notebook,8,1.65,71648.15000000001,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
454,Dell,Notebook,8,2.36,52151.33,0,0,174.05705383053478,Intel Core i7,1000,128,AMD,Windows
455,Dell,2 in 1 Convertible,4,1.47,25516.33,1,0,166.53583846565928,Other Intel Processor,500,0,Intel,Windows
456,Dell,Notebook,8,4.42,108990.42000000001,0,1,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
457,Microsoft,Ultrabook,4,1.252,52684.030000000006,1,0,236.33079975657054,Other Intel Processor,0,128,Intel,Windows
458,Microsoft,Ultrabook,8,1.25,95832.73000000001,1,0,236.33079975657054,Intel Core i7,0,256,Intel,Windows
459,HP,Notebook,8,2.5,34087.473,0,0,130.79431790733827,Intel Core i3,0,256,Intel,Windows
460,Acer,Notebook,4,2.23,28978.88,0,0,174.05705383053478,Intel Core i3,1000,0,Nvidia,Windows
461,Acer,Netbook,4,1.4,23172.45,0,0,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
462,Asus,Notebook,8,2.37,39899.23,0,0,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
463,Lenovo,Notebook,8,1.5,42562.73,0,1,193.94928855402446,Intel Core i7,0,512,AMD,Other
464,Lenovo,Notebook,8,2.67,111334.3,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
465,Asus,Notebook,4,2.0,16194.080000000002,0,0,123.83434142318255,Other Intel Processor,500,0,Intel,Windows
466,Acer,Notebook,4,2.2,24983.63,0,0,123.83434142318255,Intel Core i3,500,0,Nvidia,Windows
467,Dell,Notebook,8,2.02,40431.93,0,0,174.05705383053478,Intel Core i5,2000,0,AMD,Windows
468,HP,Gaming,12,3.78,90505.73000000001,0,1,156.9531814888059,Intel Core i7,1000,0,Nvidia,Windows
469,Lenovo,Ultrabook,12,1.4,98975.66,0,1,258.59905140536597,Intel Core i7,0,256,Intel,Windows
470,HP,2 in 1 Convertible,8,1.29,106486.73000000001,1,1,408.31429169268307,Intel Core i7,0,512,Intel,Windows
471,HP,Notebook,8,1.9,61473.58,0,0,174.05705383053478,Intel Core i5,500,0,AMD,Windows
472,Google,Ultrabook,8,1.1,67919.25,1,0,275.94410973133563,Intel Core i5,0,128,Intel,Other
473,Dell,Ultrabook,8,1.42,98115.3495,1,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
474,Asus,Notebook,12,2.06,69197.73000000001,0,1,348.11410766106957,Intel Core i7,1000,128,Intel,Windows
475,Dell,Notebook,8,1.79,39419.8,0,0,137.98683758583198,Intel Core i3,0,128,Intel,Windows
476,Dell,Workstation,8,1.78,128274.16,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
477,Lenovo,Notebook,8,1.7,72660.28,0,0,193.94928855402446,Intel Core i5,0,180,Intel,Windows
478,Dell,Notebook,8,2.2,35957.25,0,0,174.05705383053478,Intel Core i5,1000,0,AMD,Windows
479,Toshiba,Notebook,8,1.05,89067.44,0,1,204.15714584634154,Intel Core i5,0,256,Intel,Windows
480,Dell,Notebook,8,2.16,67226.74,0,1,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
481,Dell,Notebook,4,2.18,31248.182000000004,0,0,123.83434142318255,Intel Core i3,1000,0,Intel,Windows
482,HP,Notebook,4,1.49,38674.020000000004,0,1,204.15714584634154,Intel Core i5,0,128,Intel,Windows
483,Chuwi,Notebook,4,1.89,13258.903,0,0,174.05705383053478,Other Intel Processor,0,0,Intel,Windows
